,Stock name,Symbol,Country of origin
1,"Vail Resorts, Inc.",MTN,US
2,Vale S.A. ADR,VALE,Brazil
3,Vale S.A. Pref Share,VALEPR,Brazil
4,Valero Energy Corp,VLO,US
5,Valero Energy Partners LP,VLP,US
6,"Valhi, Inc.",VHI,US
7,Validus Holdings Inc.,VR,Bermuda
8,Valley National Bancorp,VLY,US
9,Valmont Industries Inc.,VMI,US
10,Valspar Corp,VAL,US
11,Vantage Drilling Co,VTG,US
12,Vantiv Inc.,VNTV,US
13,Vector Group Ltd.,VGR,US
14,Vectren Corp,VVC,US
15,Vectrus Inc.,VEC,US
16,Veeva Systems Inc Class A,VEEV,US
17,Ventas Inc.,VTR,US
18,Veritiv Corporation,VRTV,US
19,Verizon Communications Inc.,VZ,US
20,Vermilion Energy Inc.,VET,US
21,Versar Inc,VSR,US
22,Verso Corp,VRS,US
23,VF Corp,VFC,US
24,Viad Corp,VVI,US
25,Vicon Industries Inc,VII,US
26,Vince Holding Corp.,VNCE,US
27,"Violin Memory, Inc.",VMEM,US
28,Vipshop Holdings Ltd ADR,VIPS,US
29,VirnetX Holding Corp,VHC,US
30,Visa Inc.,V,US
31,Vishay Intertechnology Inc.,VSH,US
32,Vishay Precision Group Inc,VPG,US
33,Vista Gold Corp,VGZ,US
34,Vista Outdoor Inc,VSTO,US
35,Visteon Corp,VC,US
36,Vitamin Shoppe Inc,VSI,US
37,Vivint Solar Inc,VSLR,US
38,VOC Energy Trust,VOC,US
39,Vocera Communications Inc,VCRA,US
40,VolitionRx Ltd,VNRX,Singapore
41,Volt Information Science Inc,VISI,US
42,Vonage Holdings Corp.,VG,US
43,Vornado Realty Trust,VNO,US
44,Voxeljet AG ADR,VJET,US
45,Voya Financial Inc,VOYA,US
46,VTTI Energy Partners Inc,VTTI,US
47,Vulcan Materials Co,VMC,US
0,"W&T Offshore, Inc.",WTI,US
1,Wabash National,WNC,US
2,"WABCO Holdings, Inc.",WBC,US
3,Wabtec,WAB,US
4,Waddell & Reed Financial Inc,WDR,US
5,"WageWorks, Inc.",WAGE,US
6,Walmart,WMT,US
7,Walgreens,WAG,US
8,Walker & Dunlop,WD,US
9,The Walt Disney Company,DIS,US
10,Walter Energy,WLT,US
11,Walter Investment Management Company,WAC,US
12,Washington Prime Group Inc.,WPG,US
13,Washington Real Estate Investment,WRE,US
14,Waste Connections,WCN,US
15,"Waste Management, Inc.",WM,US
16,Waters Corporation,WAT,US
17,Watsco,WSO,US
18,"Watts Water Technologies, Inc.",WTS,US
19,Wausau Paper,WPP,US
20,Wayfair,W,US
21,Weatherford International,WFT,Ireland
22,Webster Bank,WBS,US
23,WW International,WTW,US
24,Weis Markets,WMK,US
25,WellCare,WCG,US
26,Wells Fargo,WFC,US
27,"Wesco Aircraft Holdings, Inc.",WAIR,US
28,WESCO International,WCC,US
29,West Pharmaceutical Services,WST,US
30,"Westar Energy, Inc.",WR,US
31,Western Alliance Bancorporation,WAL,US
32,"Western Gas Equity Partners, LP",WGP,US
33,"Western Gas Partners, L.P.",WES,US
34,Western Refining,WNR,US
35,"Western Refining Logistics, LP",WNRL,US
36,Western Union,WU,US
37,Westlake Chemical,WLK,US
38,Westpac,WBK,Australia
39,"Westwood Holdings Group, Inc.",WHG,US
40,WEX Inc,WEX,US
41,Weyerhaeuser,WY,US
42,Washington Gas,WGL,US
43,Whirlpool Corporation,WHR,US
44,White Mountains Insurance Group,WTM,US
45,Whitestone REIT,WSR,US
46,John Wiley & Sons,JW.B,US
47,Willbros Group,WG,US
48,William Lyon Homes,WLH,US
49,Williams Companies,WMB,US
50,Williams Partners L.P.,WPZ,US
51,"Williams-Sonoma, Inc.",WSM,US
52,Winnebago Industries,WGO,US
53,Winthrop Realty Trust,WRT,US
54,Winthrop Realty Trust,FUR,US
55,Wipro Limited,WIT,India
56,Wisconsin Energy Corporation,WEC,US
57,WNS Global Services,WNS,India
58,Wolverine World Wide,WWW,US
59,Woori Financial Group,WF,South Korea
60,"Workday, Inc.",WDAY,US
61,World Fuel Services,INT,US
62,"World Point Terminals, LP",WPT,US
63,WWE,WWE,US
64,Worthington Industries,WOR,US
65,W. P. Carey,WPC,US
66,"WPX Energy, Inc.",WPX,US
67,W. R. Berkley,WRB,US
68,W.R. Grace & Co.,GRA,US
69,WSP Holdings Limited,WH,China
70,WuXi PharmaTech,WX,China
71,W. W. Grainger,GWW,US
72,Wyndham Worldwide,WYN,US
0,United States Steel Corporation,X,United States
1,Xenia Hotels & Resorts,XHR,United States
2,Xerox,XRX,United States
3,Xinyuan Real Estate,XIN,China
4,XL Fleet,XL,United States
5,XPO Logistics,XPO,United States
6,Xylem Inc.,XYL,United States
0,Yalla Group,YALA,United Arab Emirates
1,Yamana Gold,AUY,Canada
2,Yatsen Holding,YSG,China
3,Yelp,YELP,United States
4,Yeti Holdings,YETI,United States
5,Yext,YEXT,United States
6,Youdao,YOKU,China
7,YPF,YPF,Argentina
8,Yucaipa Acquisition Corporation,YAC,United States
9,Yum! Brands,YUM,United States
10,Yum China,YUMC,China
0,Zendesk,ZEN,United States
1,Zhihu,ZH,China
2,ZIM,ZIM,Israel
3,Zimmer Biomet,ZBH,United States
4,Zions Bancorporation,ZION,United States
5,Zuora,ZUO,United States
6,Zoetis,ZTS,United States
7,Zymeworks,ZYME,Canada
